Name,gene.y,category,seed_ortholog,ps_covsmono_wt_l2fc,ps_covsmono_wt_padj,ps_covsmono_mt_l2fc,ps_covsmono_mt_padj,ps_co_mtvswt_l2fc,ps_co_mtvswt_padj
NA,NA,flagellum,PFLU_4456,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4453,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4452,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4451,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4411,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_0509,NA,NA,NA,NA,NA,NA
Pm92_001231,motY,flagellum,PFLU_1155,NA,NA,NA,NA,-1.222488157268301,3.6921567430036743e-6
Pm92_004472,fliP,flagellum,PFLU_4425,NA,NA,NA,NA,1.0496914220131626,0.0015276543836579436
Pm92_004477,fliK,flagellum,PFLU_4430,NA,NA,NA,NA,1.0730232681062886,1.2454425379911388e-5
Pm92_004500,flgH,flagellum,PFLU_4454,NA,NA,NA,NA,1.143950028361405,0.010047053457091884
Pm92_004793,flgC,flagellum,PFLU_4730,NA,NA,NA,NA,2.2154498914679714,0.0012715229326298535
Pm92_004798,flgM,flagellum,PFLU_4736,NA,NA,NA,NA,-1.5641771189569522,2.025061893461378e-22
NA,NA,flagellum,PFLU_4448,NA,NA,NA,NA,NA,NA
Pm92_000076,zur,quorum,PFLU_0075,2.3602410927677493,3.1974782132510496e-28,NA,NA,-1.8556648156276363,1.275964005362525e-17
Pm92_000396,secB,quorum,PFLU_0340,-5.220625578175746,3.5103458515288806e-27,NA,NA,4.251891353556222,4.288593063809213e-18
Pm92_001285,ydcU,quorum,PFLU_1211,1.4933783582285647,0.00449521591624795,NA,NA,NA,NA
Pm92_001286,ydcT,quorum,PFLU_1212,1.9203251329138589,2.7848644204890007e-7,NA,NA,-1.4264378496896448,2.1056053568906588e-4
Pm92_001287,-,quorum,PFLU_1213,1.287734217554219,1.866476558386375e-10,NA,NA,-1.061096802445623,2.613027983193257e-7
Pm92_001772,-,quorum,PFLU_1630,1.4012985644622606,2.0927124121855125e-10,NA,NA,NA,NA
Pm92_001774,-,quorum,PFLU_1632,-1.0328392440155856,0.028401738349187362,NA,NA,1.2006695071436169,0.012046823603100568
Pm92_001778,-,quorum,PFLU_1636,-2.1166832817239696,1.5930726492307608e-5,NA,NA,1.7084787362836356,7.812916922546299e-4
Pm92_001852,aroF,quorum,PFLU_1704,-2.855377478384486,7.69663434619537e-44,NA,NA,2.4168734316163722,3.4738406328377293e-31
Pm92_001989,-,quorum,PFLU_1843,2.51388945804614,4.225810844452018e-15,NA,NA,-1.8103789691865388,2.6215027410652226e-8
Pm92_002045,-,quorum,PFLU_2037,-2.825253162476649,0.018131417076797638,NA,NA,NA,NA
Pm92_002047,-,quorum,PFLU_2039,-2.005332377950424,2.8974241693623547e-6,NA,NA,1.1196955451015262,0.0153106107282434
Pm92_002234,-,quorum,PFLU_2278,3.278870152310895,1.8804671434123972e-47,NA,NA,-3.204456874949861,5.870305193961539e-42
Pm92_002235,-,quorum,PFLU_2279,1.0781918788003342,0.0018290000671146208,NA,NA,NA,NA
Pm92_002236,-,quorum,PFLU_2280,1.6298843888881782,6.85879448092174e-5,NA,NA,NA,NA
Pm92_002238,-,quorum,PFLU_2282,1.1920981670995112,0.01535810185823987,NA,NA,-1.1686324966171207,0.024407477944847947
Pm92_002239,-,quorum,PFLU_2283,3.5806498925225316,2.4791753139594577e-17,NA,NA,-4.845936746079011,1.1420901221750567e-16
Pm92_002294,-,quorum,PFLU_2340,3.57148422831478,1.333239235556322e-18,NA,NA,-2.6407069118170723,3.109926333672059e-11
Pm92_002296,-,quorum,PFLU_2342,3.06478277372157,5.840936124906653e-24,NA,NA,-2.509410740654504,3.031874325447475e-16
Pm92_002297,-,quorum,PFLU_2343,5.162487863453463,7.502164457868309e-81,NA,NA,-4.717959175938306,8.581063941324706e-67
Pm92_002410,-,quorum,PFLU_2462,1.5220938845995828,1.2378096263995804e-5,NA,NA,-1.0711609092487004,0.00319165392172498
Pm92_002764,ddpC,quorum,PFLU_2945,1.5665698645636899,0.0023796791722050046,NA,NA,NA,NA
Pm92_002941,qseC,quorum,PFLU_3127,-1.1558338285508667,0.016082003295936828,NA,NA,1.5643287608585126,0.001047991632988512
Pm92_003222,-,quorum,PFLU_3423,-1.4774079547879977,0.0013305412973308145,NA,NA,1.3373726683144949,0.0049923284096719395
Pm92_003653,-,quorum,PFLU_3854,1.891587156009377,7.697182264977972e-5,NA,NA,NA,NA
Pm92_003809,-,quorum,PFLU_4008,-3.701233678952101,2.2463645953372637e-36,NA,NA,3.2895301477913788,1.0017517118524565e-28
Pm92_003810,oprM,quorum,PFLU_4009,-4.191731932264195,2.685686506831407e-67,NA,NA,3.898430179893298,4.885904502075045e-58
Pm92_003846,-,quorum,PFLU_4045,-2.575550956438198,0.010121355413159018,NA,NA,NA,NA
Pm92_003918,oprM,quorum,PFLU_4118,1.1118054286319259,4.726390094274157e-4,NA,NA,NA,NA
Pm92_004899,fadD1,quorum,PFLU_4829,-1.1328112662474215,2.1798303439190194e-5,NA,NA,NA,NA
Pm92_005079,ffh,quorum,PFLU_5013,-2.385183633078722,4.013671842323587e-24,NA,NA,2.1385024156038743,2.511318531822454e-19
Pm92_005642,trpE,quorum,PFLU_5561,-1.6589093263533352,7.187444305951255e-9,NA,NA,1.4474603599916993,8.257887454533114e-7
Pm92_005646,potC2,quorum,PFLU_5565,-1.2658216971400886,0.006750826157947825,NA,NA,1.391245767200723,0.0033566694832856646
Pm92_005860,ftsY,quorum,PFLU_5780,-1.124696054986092,4.5983259785751424e-7,NA,NA,1.0257997286211245,6.607876742752833e-6
Pm92_006215,yidC,quorum,PFLU_6134,-3.283004857119511,2.722509684257076e-61,NA,NA,2.6646304411475374,4.721175783638261e-40
NA,NA,quorum,PFLU_0520,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1386,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1384,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1385,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5560,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5689,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1434,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1723,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2184,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5110,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4380,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3126,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4381,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1680,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5567,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3577,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1079,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2522,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2564,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1986,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2341,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3575,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3576,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2036,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2526,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1210,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5566,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2527,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5568,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2035,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2528,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3574,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3853,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0551,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1346,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3982,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2943,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3855,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3421,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0553,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1345,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3983,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0554,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1344,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3422,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3984,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3856,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3420,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0555,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1343,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3985,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0556,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1342,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3852,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3986,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3229,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4830,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3525,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5556,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0192,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2255,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1528,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5466,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5473,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1419,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2461,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1378,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4047,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2947,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2220,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4046,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2946,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2221,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2281,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2222,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1633,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1634,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2944,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4044,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2223,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1635,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5540,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5256,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5507,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5076,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4933,NA,NA,NA,NA,NA,NA
Pm92_003039,-,quorum,PFLU_3229,NA,NA,-1.2630677988458592,1.3434681918811576e-4,-1.1321747679008376,9.433433650409997e-5
NA,NA,quorum,PFLU_5561,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1704,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3127,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1630,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2343,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1213,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2039,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5565,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1211,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2037,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2342,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1212,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2340,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3423,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_3854,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4829,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1843,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0075,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4008,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2462,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4118,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4009,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2278,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1636,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2280,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2279,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_1632,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_4045,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2945,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2282,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_2283,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_6134,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5780,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_0340,NA,NA,NA,NA,NA,NA
NA,NA,quorum,PFLU_5013,NA,NA,NA,NA,NA,NA
Pm92_000202,-,quorum,PFLU_0192,NA,NA,NA,NA,-1.0859552358590863,0.0020488642261675713
Pm92_001417,braC,quorum,PFLU_1346,NA,NA,NA,NA,-1.0130101919237409,3.012071278313572e-5
Pm92_000396,secB,secretion,PFLU_0340,-5.220625578175746,3.5103458515288806e-27,NA,NA,4.251891353556222,4.288593063809213e-18
Pm92_000438,tatC,secretion,PFLU_0382,-2.0452522671112603,1.2176209415792642e-9,NA,NA,1.8031767164300423,1.5994983833764083e-7
Pm92_000547,tolC,secretion,PFLU_0491,-1.251746515463175,9.088700613102744e-7,NA,NA,NA,NA
Pm92_000785,hrcQ,secretion,PFLU_0714,1.4435071267805228,0.023782904810402468,NA,NA,NA,NA
Pm92_000787,hrcS,secretion,PFLU_0716,3.180471393988346,0.013961252232418609,NA,NA,NA,NA
Pm92_000792,hrcC,secretion,PFLU_0721,1.4562568972352246,1.198315146136559e-8,NA,NA,NA,NA
Pm92_000795,rspE,secretion,PFLU_0724,1.2098457260301914,2.9624240138464286e-4,NA,NA,-1.2801086386675562,2.1803027887952966e-4
Pm92_000797,hrcJ,secretion,PFLU_0726,1.0314265863764482,0.010253719532391183,NA,NA,-1.2497269909896267,0.002949108890478539
Pm92_002369,gspC,secretion,PFLU_2417,1.8780748190877317,0.00326572842533371,NA,NA,NA,NA
Pm92_002370,gspI,secretion,PFLU_2418,2.0669892837620867,0.014499383527541633,NA,NA,NA,NA
Pm92_002372,gspK,secretion,PFLU_2420,2.954252477573028,0.0019509350981686336,NA,NA,NA,NA
Pm92_002374,gspM,secretion,PFLU_2422,3.9686602883298496,0.001782211171463707,NA,NA,NA,NA
Pm92_003040,lspF,secretion,PFLU_3230,-2.336957607178141,1.3056424095948112e-7,NA,NA,2.2143431877236477,9.152853730691664e-7
Pm92_003041,hxcR,secretion,PFLU_3231,-1.1318310986184899,1.001203600366141e-4,NA,NA,1.2914814267474515,1.089160642024786e-5
Pm92_003042,xcsD,secretion,PFLU_3232,-2.140577384855187,4.8167703045941074e-11,NA,NA,2.055891633484237,4.799151324874085e-10
Pm92_003043,-,secretion,PFLU_3233,-1.4869807529161418,7.651675989681688e-4,NA,NA,1.10999103776568,0.017564159036834788
Pm92_003044,gspL,secretion,PFLU_3234,-4.687708689035118,2.5102872807596197e-11,NA,NA,4.714518470419564,2.6311989662518032e-11
Pm92_003045,hxcX,secretion,PFLU_3235,-2.1632076266577993,5.1061864195925e-15,NA,NA,1.7254204462737512,1.091149464277601e-9
Pm92_003046,gspG,secretion,PFLU_3236,-5.3403425398960325,4.2335938502780784e-16,NA,NA,4.631805875646321,3.3538477845472688e-12
Pm92_003047,xpsI,secretion,PFLU_3237,-1.3351554576640778,6.105101783669116e-6,NA,NA,1.242675180296639,4.2181599625063254e-5
Pm92_003049,-,secretion,PFLU_3239,-2.80555119956822,0.00487531979664043,NA,NA,2.2356215499035104,0.032751292190597234
Pm92_003050,-,secretion,PFLU_3240,-2.3184524187853124,0.025619507719057258,NA,NA,2.5276208146220434,0.01662231425766304
Pm92_003648,-,secretion,PFLU_3849,-1.9612084787085398,6.524574586162584e-9,NA,NA,1.996686209962741,4.844565576646653e-9
Pm92_003858,-,secretion,PFLU_4057,1.3185068392798776,0.0032498006548728623,NA,NA,NA,NA
Pm92_005079,ffh,secretion,PFLU_5013,-2.385183633078722,4.013671842323587e-24,NA,NA,2.1385024156038743,2.511318531822454e-19
Pm92_005140,secF,secretion,PFLU_5074,-1.1386325187022517,1.3020191799727926e-6,NA,NA,NA,NA
Pm92_005141,secD,secretion,PFLU_5075,-2.4014187305324697,5.590415468478898e-30,NA,NA,1.866946609355699,4.133230706789614e-18
Pm92_005860,ftsY,secretion,PFLU_5780,-1.124696054986092,4.5983259785751424e-7,NA,NA,1.0257997286211245,6.607876742752833e-6
Pm92_005944,gspE,secretion,PFLU_5867,1.4261234647264587,6.576200993177211e-10,NA,NA,NA,NA
Pm92_006088,ppkA,secretion,PFLU_6010,-2.7991400057042144,5.203509638253414e-35,NA,NA,2.7168310737815626,1.0608012986133372e-32
Pm92_006089,pppA,secretion,PFLU_6011,-2.1423945240592195,0.0013633314779482508,NA,NA,2.2502479722703552,9.20382193593176e-4
Pm92_006091,icmF,secretion,PFLU_6013,-2.9365661539475703,2.633388743443183e-40,NA,NA,2.770451392687687,1.485584030971041e-35
Pm92_006092,-,secretion,PFLU_6014,-2.6643016522406286,2.4794864362034804e-12,NA,NA,2.5996392615894806,1.3319833482059355e-11
Pm92_006094,vasD,secretion,PFLU_6016,-2.0402331810128804,9.430949237979231e-4,NA,NA,1.7233014506483897,0.007212904512643601
Pm92_006099,hcp,secretion,PFLU_6021,-4.582764309620399,2.5353951416806035e-63,NA,NA,4.106274097852545,1.0567591410779905e-50
Pm92_006103,clpV,secretion,PFLU_6025,-3.0273650174951756,2.1684951647231753e-35,NA,NA,2.8710802324163818,1.5262120260839417e-31
Pm92_006104,vgrG1,secretion,PFLU_6026,-3.6811894418582507,1.1648879793278034e-18,NA,NA,3.6704180664553516,2.4299266917277718e-18
Pm92_006215,yidC,secretion,PFLU_6134,-3.283004857119511,2.722509684257076e-61,NA,NA,2.6646304411475374,4.721175783638261e-40
NA,NA,secretion,PFLU_0712,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4606,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0715,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0717,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0718,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4070,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2423,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3238,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4079,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2425,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4078,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2419,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4077,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2416,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4076,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4075,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2415,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4074,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4073,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2421,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4072,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4080,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2424,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5540,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5256,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5507,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5076,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4933,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0384,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0383,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0453,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2105,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3550,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3544,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3545,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6017,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3543,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0491,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3849,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0721,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0726,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0716,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0714,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0724,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3232,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2417,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3230,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3236,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3239,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3237,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2418,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3240,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3235,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2420,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3234,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_2422,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3233,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5867,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_3231,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5075,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5074,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6134,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5780,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0340,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_5013,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_0382,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6026,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6021,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_4057,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6016,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6013,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6014,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6025,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6010,NA,NA,NA,NA,NA,NA
NA,NA,secretion,PFLU_6011,NA,NA,NA,NA,NA,NA
Pm92_003878,xpsH,secretion,PFLU_4077,NA,NA,NA,NA,3.407535139073038,0.024181446017535514
Pm92_003880,xpsF,secretion,PFLU_4079,NA,NA,NA,NA,1.33443941791557,0.01310310789699001
Pm92_000001,dnaA,tcs,PFLU_0001,-1.0121559618622746,1.1658207912537032e-6,NA,NA,NA,NA
Pm92_000088,kinB,tcs,PFLU_0087,-2.024183652656829,1.7039479348762916e-8,NA,NA,2.1577678146496653,2.1418739871211012e-9
Pm92_000399,glnG,tcs,PFLU_0343,1.6002897044776911,1.2930266874844104e-6,NA,NA,-1.201191795150784,4.5065970902573684e-4
Pm92_000404,glnA,tcs,PFLU_0348,-1.2639039477346772,1.221831539122775e-5,NA,NA,NA,NA
Pm92_000436,VPA0491,tcs,PFLU_0380,-1.268013739846191,1.6861848429558933e-6,-1.1054185098598164,8.608834403178036e-6,NA,NA
Pm92_000547,tolC,tcs,PFLU_0491,-1.251746515463175,9.088700613102744e-7,NA,NA,NA,NA
Pm92_000755,silS,tcs,PFLU_0700,1.1729125796670463,0.03002459517161427,NA,NA,NA,NA
Pm92_000756,czcR,tcs,PFLU_0701,2.3371243229171696,4.891856921505167e-5,NA,NA,-1.2840791355507424,0.029370488409622572
Pm92_000907,regB,tcs,PFLU_0829,-2.6886991346294007,3.9237977886353495e-16,NA,NA,2.3691840720284447,1.6760533301369122e-12
Pm92_000920,petA,tcs,PFLU_0841,-2.154967112045624,2.4253920094917597e-31,NA,NA,1.9981071322435282,9.190040894091744e-27
Pm92_000922,petC,tcs,PFLU_0843,-1.7651521736273903,5.368946715654427e-13,NA,NA,1.5605066731001576,2.8174332677630784e-10
Pm92_001035,-,tcs,PFLU_0958,1.0722801562206783,1.1661803718967743e-6,NA,NA,NA,NA
Pm92_001036,IV02_24585,tcs,PFLU_0959,2.465346178033907,4.249288193219652e-25,NA,NA,-1.9787547710987023,2.3974045108539184e-16
Pm92_001067,algD,tcs,PFLU_0990,-3.0600704746088248,1.3569291821585729e-6,NA,NA,2.79644366525737,1.338709226351071e-5
Pm92_001095,-,tcs,PFLU_1018,1.0420233069256493,7.018061646170863e-5,NA,NA,-1.1313520399442494,2.57716248767684e-5
Pm92_001208,-,tcs,PFLU_1131,-1.0560590879979401,4.6759181032811434e-4,NA,NA,1.0484341260816283,6.859694473896606e-4
Pm92_001211,IV02_08980,tcs,PFLU_1134,-1.040713484410479,0.007837676099909504,NA,NA,NA,NA
