 ,Label,Area
178,kbaseMgG_NA_NA_bsps_co_bs.czi,30362878.636
179,kbaseMgG_NA_NA_bsps_co_ps.czi,12792019.017
180,kbaseMgG_NA_NA_bsps_ps-02_1.czi,18526114.047
181,kbaseMgG_NA_NA_bsps_ps-03_1.czi,16006665.275
182,kbaseMgG_NA_NA_bsps_ps-04_1.czi,18920373.212
183,kbaseMgG_NA_NA_bsps_ps_1.czi,15788345.867
184,kbaseMgG_NA_NA_dhbps_bs-02_1.czi,31209615.476
185,kbaseMgG_NA_NA_dhbps_bs-03_1.czi,27955158.032
186,kbaseMgG_NA_NA_dhbps_bs-04_1.czi,27468648.214
187,kbaseMgG_NA_NA_dhbps_bs_1.czi,33447175.365
188,kbaseMgG_NA_NA_dhbps_co-02_bs.czi,28450657.471
189,kbaseMgG_NA_NA_dhbps_co-02_ps.czi,16954214.312
190,kbaseMgG_NA_NA_dhbps_co-03_bs.czi,27494974.967
191,kbaseMgG_NA_NA_dhbps_co-03_ps.czi,17681517.593
192,kbaseMgG_NA_NA_dhbps_co-04_bs.czi,29901839.416
193,kbaseMgG_NA_NA_dhbps_co-04_ps.czi,18833259.488
194,kbaseMgG_NA_NA_dhbps_co_bs.czi,26593872.313
195,kbaseMgG_NA_NA_dhbps_co_ps.czi,15584581.087
196,kbaseMgG_NA_NA_dhbps_ps-02_1.czi,19953751.742
197,kbaseMgG_NA_NA_dhbps_ps-03_1.czi,19870490.713
198,kbaseMgG_NA_NA_dhbps_ps-04_1.czi,27406148.933
199,kbaseMgG_NA_NA_dhbps_ps_1.czi,19433637.859
200,kbaseMgK_NA_NA_bsps_bs-02_1.czi,22299401.142
201,kbaseMgK_NA_NA_bsps_bs-03_1.czi,22019224.569
202,kbaseMgK_NA_NA_bsps_bs-04_1.czi,23516638.859
203,kbaseMgK_NA_NA_bsps_bs_1.czi,21211014.683
204,kbaseMgK_NA_NA_bsps_co-02_bs.czi,18133139.113
205,kbaseMgK_NA_NA_bsps_co-02_ps.czi,16760081.270
206,kbaseMgK_NA_NA_bsps_co-03_bs.czi,18343325.053
207,kbaseMgK_NA_NA_bsps_co-03_ps.czi,17561013.842
208,kbaseMgK_NA_NA_bsps_co-04_bs.czi,17855531.004
209,kbaseMgK_NA_NA_bsps_co-04_ps.czi,15357914.173
210,kbaseMgK_NA_NA_bsps_co_bs.czi,18712755.736
211,kbaseMgK_NA_NA_bsps_co_ps.czi,15196529.042
212,kbaseMgK_NA_NA_bsps_ps-02_1.czi,18884842.799
213,kbaseMgK_NA_NA_bsps_ps-03_1.czi,18131426.804
214,kbaseMgK_NA_NA_bsps_ps-04_1.czi,16155636.165
215,kbaseMgK_NA_NA_bsps_ps_1.czi,18060580.016
216,kbaseMgK_NA_NA_dhbps_bs-02_1.czi,23542965.611
217,kbaseMgK_NA_NA_dhbps_bs-03_1.czi,21586652.488
218,kbaseMgK_NA_NA_dhbps_bs-04_1.czi,16644928.484
219,kbaseMgK_NA_NA_dhbps_bs_1.czi,16209145.824
220,kbaseMgK_NA_NA_dhbps_co-02_bs.czi,15792412.601
221,kbaseMgK_NA_NA_dhbps_co-02_ps.czi,23112319.878
222,kbaseMgK_NA_NA_dhbps_co-03_bs.czi,12727807.426
223,kbaseMgK_NA_NA_dhbps_co-03_ps.czi,23823570.261
224,kbaseMgK_NA_NA_dhbps_co-04_bs.czi,8853922.173
225,kbaseMgK_NA_NA_dhbps_co-04_ps.czi,25086612.246
226,kbaseMgK_NA_NA_dhbps_co_bs.czi,11643059.625
227,kbaseMgK_NA_NA_dhbps_co_ps.czi,24321638.165
228,kbaseMgK_NA_NA_dhbps_ps-02_1.czi,25249709.686
229,kbaseMgK_NA_NA_dhbps_ps-03_1.czi,21982195.885
230,kbaseMgK_NA_NA_dhbps_ps-04_1.czi,20006405.246
231,kbaseMgK_NA_NA_dhbps_ps_1.czi,21507458.193
232,kbaseMgKGNaCl_NA_NA_bsps_bs-02_1.czi,47677319.970
233,kbaseMgKGNaCl_NA_NA_bsps_bs-03_1.czi,48007581.584
234,kbaseMgKGNaCl_NA_NA_bsps_bs-04_1.czi,42430804.951
235,kbaseMgKGNaCl_NA_NA_bsps_bs_1.czi,49802723.615
236,kbaseMgKGNaCl_NA_NA_bsps_co-02_bs.czi,47935450.564
237,kbaseMgKGNaCl_NA_NA_bsps_co-02_ps.czi,7696615.274
238,kbaseMgKGNaCl_NA_NA_bsps_co-03_bs.czi,46798905.413
239,kbaseMgKGNaCl_NA_NA_bsps_co-03_ps.czi,7974651.460
240,kbaseMgKGNaCl_NA_NA_bsps_co-04_bs.czi,41799819.055
241,kbaseMgKGNaCl_NA_NA_bsps_co-04_ps.czi,10562164.518
242,kbaseMgKGNaCl_NA_NA_bsps_co_bs.czi,44457108.708
243,kbaseMgKGNaCl_NA_NA_bsps_co_ps.czi,9207942.075
244,kbaseMgKGNaCl_NA_NA_bsps_ps-02_1.czi,17218980.103
245,kbaseMgKGNaCl_NA_NA_bsps_ps-03_1.czi,16440521.588
246,kbaseMgKGNaCl_NA_NA_bsps_ps-04_1.czi,17839478.106
247,kbaseMgKGNaCl_NA_NA_bsps_ps_1.czi,17494875.904
248,kbaseMgKGNaCl_NA_NA_dhbps_bs-02_1.czi,30924301.975
249,kbaseMgKGNaCl_NA_NA_dhbps_bs-03_1.czi,29051249.881
250,kbaseMgKGNaCl_NA_NA_dhbps_bs-04_1.czi,27804260.794
251,kbaseMgKGNaCl_NA_NA_dhbps_bs_1.czi,33390883.204
252,kbaseMgKGNaCl_NA_NA_dhbps_co-02_bs.czi,27763807.492
253,kbaseMgKGNaCl_NA_NA_dhbps_co-02_ps.czi,18935355.917
254,kbaseMgKGNaCl_NA_NA_dhbps_co-03_bs.czi,24293171.027
255,kbaseMgKGNaCl_NA_NA_dhbps_co-03_ps.czi,18771402.322
256,kbaseMgKGNaCl_NA_NA_dhbps_co-04_bs.czi,22506590.541
257,kbaseMgKGNaCl_NA_NA_dhbps_co-04_ps.czi,20536364.906
258,kbaseMgKGNaCl_NA_NA_dhbps_co_bs.czi,28064959.851
259,kbaseMgKGNaCl_NA_NA_dhbps_co_ps.czi,17478180.890
260,kbaseMgKGNaCl_NA_NA_dhbps_ps-02_1.czi,19514116.386
261,kbaseMgKGNaCl_NA_NA_dhbps_ps-03_1.czi,22107408.487
262,kbaseMgKGNaCl_NA_NA_dhbps_ps-04_1.czi,25444270.805
263,kbaseMgKGNaCl_NA_NA_dhbps_ps_1.czi,19212749.988
